time,total,car,bus,bike,truck,:middle_junction_11_1_queue,:middle_junction_11_2_queue,:middle_junction_16_1_queue,:middle_junction_16_2_queue,:middle_junction_1_1_queue,:middle_junction_1_2_queue,:middle_junction_6_1_queue,:middle_junction_6_2_queue,east_middle_road_1_queue,east_middle_road_2_queue,middle_east_road_1_queue,middle_east_road_2_queue,middle_north_road_1_queue,middle_north_road_2_queue,middle_south_road_1_queue,middle_south_road_2_queue,middle_west_road_1_queue,middle_west_road_2_queue,north_middle_road_1_queue,north_middle_road_2_queue,south_middle_road_1_queue,south_middle_road_2_queue,west_middle_road_1_queue,west_middle_road_2_queue,east_green,east_yellow,east_red,south_green,south_yellow,south_red,west_green,west_yellow,west_red,north_green,north_yellow,north_red
5280,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5290,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5300,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5310,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5320,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5330,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5340,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5350,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5360,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5370,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5380,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5390,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5400,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5410,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5420,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5430,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5440,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5450,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5460,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5470,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5480,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5490,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5500,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5510,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5520,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5530,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5540,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5550,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5560,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5570,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5580,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5590,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5600,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5610,6,1,0,5,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5620,6,1,0,5,0,0,0,0,0,0,0,0,0,0,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5630,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5640,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5650,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5660,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5670,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5680,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5690,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5700,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5710,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5720,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5730,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5740,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5750,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
